Date,BTC-USD,NVDA,SPY,XRP-USD
2020-01-01,7200.17431640625,,,0.19266700744628906
2020-01-02,6985.47021484375,5.971409797668457,298.57861328125,0.1880429983139038
2020-01-03,7344.88427734375,5.875831604003906,296.3177490234375,0.19352099299430847
2020-01-04,7410.65673828125,5.875831604003906,296.3177490234375,0.19435499608516693
2020-01-05,7411.3173828125,5.875831604003906,296.3177490234375,0.1955370008945465
2020-01-06,7769.21923828125,5.900473594665527,297.4482421875,0.22150999307632446
2020-01-07,8163.6923828125,5.971908092498779,296.6118469238281,0.21391700208187103
2020-01-08,8079.86279296875,5.983108043670654,298.192626953125,0.20902599394321442
2020-01-09,7879.0712890625,6.048818111419678,300.214599609375,0.20489899814128876
2020-01-10,8166.55419921875,6.081175327301025,299.35064697265625,0.21230599284172058
2020-01-11,8037.53759765625,6.081175327301025,299.35064697265625,0.21185100078582764
2020-01-12,8192.494140625,6.081175327301025,299.35064697265625,0.21563300490379333
2020-01-13,8144.1943359375,6.271835803985596,301.4094543457031,0.21261699497699738
2020-01-14,8827.7646484375,6.15485143661499,300.9497985839844,0.23468700051307678
2020-01-15,8807.0107421875,6.112287521362305,301.6299133300781,0.23289500176906586
2020-01-16,8723.7861328125,6.195919990539551,304.1390380859375,0.2285739928483963
2020-01-17,8929.0380859375,6.2046308517456055,305.0857238769531,0.23877599835395813
2020-01-18,8942.80859375,6.2046308517456055,305.0857238769531,0.24328599870204926
2020-01-19,8706.2451171875,6.2046308517456055,305.0857238769531,0.23558500409126282
2020-01-20,8657.642578125,6.2046308517456055,305.0857238769531,0.2332960069179535
2020-01-21,8745.89453125,6.171278953552246,304.48834228515625,0.23716600239276886
2020-01-22,8680.8759765625,6.225290298461914,304.5250549316406,0.23605599999427795
2020-01-23,8406.515625,6.29373836517334,304.87420654296875,0.2261040061712265
2020-01-24,8445.4345703125,6.234498023986816,302.16302490234375,0.22304099798202515
2020-01-25,8367.84765625,6.234498023986816,302.16302490234375,0.220427006483078
2020-01-26,8596.830078125,6.234498023986816,302.16302490234375,0.2306859940290451
2020-01-27,8909.8193359375,5.978628158569336,297.3194885253906,0.231222003698349
2020-01-28,9358.58984375,6.17202615737915,300.4352111816406,0.23848800361156464
2020-01-29,9316.6298828125,6.111542224884033,300.18707275390625,0.23573000729084015
2020-01-30,9508.9931640625,6.118261814117432,301.1612548828125,0.24364200234413147
2020-01-31,9350.529296875,5.884792804718018,295.6928405761719,0.23923300206661224
2020-02-01,9392.875,5.884792804718018,295.6928405761719,0.24145500361919403
2020-02-02,9344.365234375,5.884792804718018,295.6928405761719,0.25073400139808655
2020-02-03,9293.521484375,5.9818644523620605,297.88934326171875,0.254626989364624
2020-02-04,9180.962890625,6.151116371154785,302.4295959472656,0.26680800318717957
2020-02-05,9613.423828125,6.241469860076904,305.9219970703125,0.2774679958820343
2020-02-06,9729.8017578125,6.328336238861084,306.95135498046875,0.2822139859199524
2020-02-07,9795.943359375,6.262127876281738,305.31536865234375,0.2792840003967285
2020-02-08,9865.119140625,6.262127876281738,305.31536865234375,0.2772429883480072
2020-02-09,10116.673828125,6.262127876281738,305.31536865234375,0.28245699405670166
2020-02-10,9856.611328125,6.545377731323242,307.5948181152344,0.2740800082683563
2020-02-11,10208.236328125,6.667837619781494,308.12786865234375,0.2801409959793091
2020-02-12,10326.0546875,6.7835774421691895,310.1130065917969,0.3043929934501648
2020-02-13,10214.3798828125,6.739770889282227,309.78204345703125,0.3267059922218323
2020-02-14,10312.1162109375,7.21293306350708,310.27850341796875,0.33482199907302856
2020-02-15,9889.4248046875,7.21293306350708,310.27850341796875,0.30623599886894226
2020-02-16,9934.43359375,7.21293306350708,310.27850341796875,0.2950339913368225
2020-02-17,9690.142578125,7.21293306350708,310.27850341796875,0.28657200932502747
2020-02-18,10141.99609375,7.381688117980957,309.4788513183594,0.2979130148887634
2020-02-19,9633.38671875,7.832948207855225,310.9585266113281,0.2776019871234894
2020-02-20,9608.4755859375,7.683607578277588,309.6809997558594,0.2723959982395172
2020-02-21,9686.44140625,7.319464683532715,306.491943359375,0.2749379873275757
2020-02-22,9663.181640625,7.319464683532715,306.491943359375,0.2759009897708893
2020-02-23,9924.515625,7.319464683532715,306.491943359375,0.282710999250412
2020-02-24,9650.1748046875,6.80199670791626,296.32696533203125,0.2706269919872284
2020-02-25,9341.705078125,6.522480010986328,287.34759521484375,0.25341200828552246
2020-02-26,8820.5224609375,6.661864280700684,286.29071044921875,0.23085099458694458
2020-02-27,8784.494140625,6.291026592254639,273.4328308105469,0.2371159940958023
2020-02-28,8672.455078125,6.726119518280029,272.2839660644531,0.23629599809646606
2020-02-29,8599.5087890625,6.726119518280029,272.2839660644531,0.23119300603866577
2020-03-01,8562.4541015625,6.726119518280029,272.2839660644531,0.2288459986448288
2020-03-02,8869.669921875,6.88451623916626,284.0757141113281,0.2387470006942749
2020-03-03,8787.7861328125,6.622015476226807,275.9419250488281,0.23438100516796112
2020-03-04,8755.24609375,7.085750102996826,287.5406188964844,0.2345300018787384
2020-03-05,9078.7626953125,6.8063130378723145,277.98223876953125,0.23958200216293335
2020-03-06,9122.5458984375,6.625753402709961,273.38690185546875,0.24408799409866333
2020-03-07,8909.9541015625,6.625753402709961,273.38690185546875,0.2370709925889969
2020-03-08,8108.1162109375,6.625753402709961,273.38690185546875,0.20690399408340454
2020-03-09,7923.64453125,6.112706661224365,252.0369110107422,0.20918099582195282
2020-03-10,7909.7294921875,6.502222537994385,265.07855224609375,0.2122350037097931
